"timestamp","player_id","display_name","skill_q","skill_e","skill_f","ult_id","f_role_id","desc_q","desc_e","desc_f","ultimate","preset_conclusions","ratings","skill_focus","issue_tags","note","recording_file","replay_file"
"2026-03-15 15:10:36","banner","旗令官","skill_banner_q","skill_banner_e","skill_banner_f","banner_ult","banner","沿路径创建冲锋线，使队友穿模并加速。","军号冲阵：引爆旗点并形成冲锋波。","旗手发布总攻军令并推进战线","总攻军令","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for banner","user://qa_reports/input_recordings/player_ops_20260315_151028_443_banner.json","user://qa_reports/input_recordings/player_ops_20260315_151028_443_banner.json"
"2026-03-15 15:10:44","pyro","焰术师","skill_pyro_q","skill_pyro_e","skill_pyro_f","pyro_ult","pyro","沿路径创建火墙，阻挡敌人并造成接触伤害。","火脉跃燃：短冲刺点燃路径，终点触发爆燃。","焰术师进入过热炉心并放大闭合爆燃","炼狱化身","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for pyro","user://qa_reports/input_recordings/player_ops_20260315_151036_995_pyro.json","user://qa_reports/input_recordings/player_ops_20260315_151036_995_pyro.json"
"2026-03-15 15:19:39","wind","风行者","skill_wind_q","skill_wind_e","skill_wind_f","wind_ult","wind","沿路径创建风墙，将敌人吸向风墙中心并造成伤害。","回旋踏切：位移后回斩最近风线，附短牵引。","风行者开启飓眼迁跃并强化牵引风切","风之升华","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for wind","user://qa_reports/input_recordings/player_ops_20260315_151931_896_wind.json","user://qa_reports/input_recordings/player_ops_20260315_151931_896_wind.json"
"2026-03-15 15:19:48","lurewarden","诱猎师","skill_lurewarden_q","skill_lurewarden_e","skill_lurewarden_f","lurewarden_ult","lurewarden","沿路径布下诱饵哨标，切线冲刺并误导追兵。","号哨突进：命令诱饵哨标前冲，优先把敌人顶向诱猎边缘。","诱猎师开启诱猎号令并强化诱饵围捕","诱猎号令","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for lurewarden","user://qa_reports/input_recordings/player_ops_20260315_151939_421_lurewarden.json","user://qa_reports/input_recordings/player_ops_20260315_151939_421_lurewarden.json"
"2026-03-15 15:19:56","quartermaster","军需官","skill_quartermaster_q","skill_quartermaster_e","skill_quartermaster_f","quartermaster_ult","quartermaster","沿路径创建压制弹链，使敌人易伤并持续受创。","战术换弹：立即装填并打出短压制射击。","军需官进入火力链路并增强压制节奏","火力链路","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for quartermaster","user://qa_reports/input_recordings/player_ops_20260315_151948_953_quartermaster.json","user://qa_reports/input_recordings/player_ops_20260315_151948_953_quartermaster.json"
"2026-03-15 15:20:05","singularist","坍缩师","skill_singularist_q","skill_singularist_e","skill_singularist_f","singularist_ult","singularist","沿路径构建传送带，牵引并压碎敌人。","反向喷口：外推打断近身并制造二段牵引。","坍缩师启动奇点牵引并强化坍缩爆发","奇点牵引","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for singularist","user://qa_reports/input_recordings/player_ops_20260315_151957_562_singularist.json","user://qa_reports/input_recordings/player_ops_20260315_151957_562_singularist.json"
"2026-03-15 15:20:13","banner","旗令官","skill_banner_q","skill_banner_e","skill_banner_f","banner_ult","banner","沿路径创建冲锋线，使队友穿模并加速。","军号冲阵：引爆旗点并形成冲锋波。","旗手发布总攻军令并推进战线","总攻军令","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for banner","user://qa_reports/input_recordings/player_ops_20260315_152005_161_banner.json","user://qa_reports/input_recordings/player_ops_20260315_152005_161_banner.json"
"2026-03-15 15:20:22","pyro","焰术师","skill_pyro_q","skill_pyro_e","skill_pyro_f","pyro_ult","pyro","沿路径创建火墙，阻挡敌人并造成接触伤害。","火脉跃燃：短冲刺点燃路径，终点触发爆燃。","焰术师进入过热炉心并放大闭合爆燃","炼狱化身","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for pyro","user://qa_reports/input_recordings/player_ops_20260315_152014_698_pyro.json","user://qa_reports/input_recordings/player_ops_20260315_152014_698_pyro.json"
"2026-03-15 15:56:30","wind","风行者","skill_wind_q","skill_wind_e","skill_wind_f","wind_ult","wind","沿路径创建风墙，将敌人吸向风墙中心并造成伤害。","回旋踏切：位移后回斩最近风线，附短牵引。","风行者开启飓眼迁跃并强化牵引风切","风之升华","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for wind","user://qa_reports/input_recordings/player_ops_20260315_155622_444_wind.json","user://qa_reports/input_recordings/player_ops_20260315_155622_444_wind.json"
"2026-03-15 15:56:39","lurewarden","诱猎师","skill_lurewarden_q","skill_lurewarden_e","skill_lurewarden_f","lurewarden_ult","lurewarden","沿路径布下诱饵哨标，切线冲刺并误导追兵。","号哨突进：命令诱饵哨标前冲，优先把敌人顶向诱猎边缘。","诱猎师开启诱猎号令并强化诱饵围捕","诱猎号令","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for lurewarden","user://qa_reports/input_recordings/player_ops_20260315_155630_215_lurewarden.json","user://qa_reports/input_recordings/player_ops_20260315_155630_215_lurewarden.json"
"2026-03-15 15:56:48","quartermaster","军需官","skill_quartermaster_q","skill_quartermaster_e","skill_quartermaster_f","quartermaster_ult","quartermaster","沿路径创建压制弹链，使敌人易伤并持续受创。","战术换弹：立即装填并打出短压制射击。","军需官进入火力链路并增强压制节奏","火力链路","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for quartermaster","user://qa_reports/input_recordings/player_ops_20260315_155639_974_quartermaster.json","user://qa_reports/input_recordings/player_ops_20260315_155639_974_quartermaster.json"
"2026-03-15 15:56:56","singularist","坍缩师","skill_singularist_q","skill_singularist_e","skill_singularist_f","singularist_ult","singularist","沿路径构建传送带，牵引并压碎敌人。","反向喷口：外推打断近身并制造二段牵引。","坍缩师启动奇点牵引并强化坍缩爆发","奇点牵引","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for singularist","user://qa_reports/input_recordings/player_ops_20260315_155648_778_singularist.json","user://qa_reports/input_recordings/player_ops_20260315_155648_778_singularist.json"
"2026-03-15 15:57:05","banner","旗令官","skill_banner_q","skill_banner_e","skill_banner_f","banner_ult","banner","沿路径创建冲锋线，使队友穿模并加速。","军号冲阵：引爆旗点并形成冲锋波。","旗手发布总攻军令并推进战线","总攻军令","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for banner","user://qa_reports/input_recordings/player_ops_20260315_155657_606_banner.json","user://qa_reports/input_recordings/player_ops_20260315_155657_606_banner.json"
"2026-03-15 15:57:14","pyro","焰术师","skill_pyro_q","skill_pyro_e","skill_pyro_f","pyro_ult","pyro","沿路径创建火墙，阻挡敌人并造成接触伤害。","火脉跃燃：短冲刺点燃路径，终点触发爆燃。","焰术师进入过热炉心并放大闭合爆燃","炼狱化身","CLI auto","5","Q-open feel;E follow-up;F pressure","automation","Auto acceptance run for pyro","user://qa_reports/input_recordings/player_ops_20260315_155705_376_pyro.json","user://qa_reports/input_recordings/player_ops_20260315_155705_376_pyro.json"
