"gd","status","path_ref_count","class_name","class_ref_count","sample_path_ref","sample_class_ref"
"scenes/unit/players/player_base.gd","used_or_referenced","0","PlayerBase","61","","autoloads/global.gd:30"
"scenes/unit/players/player_blacksmith.gd","likely_unused","0","PlayerBlacksmith","0","",""
"scenes/unit/players/player_butcher.gd","used_or_referenced","0","PlayerButcher","2","","scenes/projectiles/meat_stake.gd:8"
"scenes/unit/players/player_executioner.gd","likely_unused","0","PlayerExecutioner","0","",""
"scenes/unit/players/player_gambler.gd","likely_unused","0","PlayerGambler","0","",""
"scenes/unit/players/player_glacier.gd","likely_unused","0","PlayerGlacier","0","",""
"scenes/unit/players/player_goo.gd","likely_unused","0","PlayerGoo","0","",""
"scenes/unit/players/player_herder.gd","used_or_referenced","1","PlayerHerder","0","scenes/unit/players/player_generic.tscn:4",""
"scenes/unit/players/player_hunter.gd","likely_unused","0","PlayerHunter","0","",""
"scenes/unit/players/player_illusionist.gd","likely_unused","0","PlayerIllusionist","0","",""
"scenes/unit/players/player_jailer.gd","likely_unused","0","PlayerJailer","0","",""
"scenes/unit/players/player_medic.gd","likely_unused","0","PlayerMedic","0","",""
"scenes/unit/players/player_merchant.gd","likely_unused","0","PlayerMerchant","0","",""
"scenes/unit/players/player_midas.gd","likely_unused","0","PlayerMidas","0","",""
"scenes/unit/players/player_necro.gd","likely_unused","0","PlayerNecro","0","",""
"scenes/unit/players/player_new_pyro.gd","likely_unused","0","PlayerNewPyro","0","",""
"scenes/unit/players/player_new_tempest.gd","likely_unused","0","PlayerNewTempest","0","",""
"scenes/unit/players/player_new_totem.gd","likely_unused","0","PlayerNewTotem","0","",""
"scenes/unit/players/player_paladin.gd","likely_unused","0","PlayerPaladin","0","",""
"scenes/unit/players/player_plague.gd","likely_unused","0","PlayerPlague","0","",""
"scenes/unit/players/player_pyro.gd","likely_unused","0","PlayerPyro","0","",""
"scenes/unit/players/player_sapper.gd","likely_unused","0","PlayerSapper","0","",""
"scenes/unit/players/player_swarm.gd","likely_unused","0","PlayerSwarm","0","",""
"scenes/unit/players/player_tempest.gd","likely_unused","0","PlayerTempest","0","",""
"scenes/unit/players/player_tesla.gd","likely_unused","0","PlayerTesla","0","",""
"scenes/unit/players/player_train.gd","likely_unused","0","PlayerTrain","0","",""
"scenes/unit/players/player_turret_eng.gd","likely_unused","0","PlayerTurretEng","0","",""
"scenes/unit/players/player_vacuum.gd","likely_unused","0","PlayerVacuum","0","",""
"scenes/unit/players/player_vampire.gd","likely_unused","0","PlayerVampire","0","",""
"scenes/unit/players/player_voodoo.gd","likely_unused","0","PlayerVoodoo","0","",""
"scenes/unit/players/player_weaver.gd","likely_unused","0","PlayerWeaver","0","",""
"scenes/unit/players/player_wind.gd","likely_unused","0","PlayerWind","0","",""
"scenes/unit/players/trail.gd","used_or_referenced","1","Trail","25","scenes/unit/players/player_generic.tscn:6","scenes/skills/players/skill_dash.gd:55"
"scenes/unit/players/weapon_container.gd","used_or_referenced","1","WeaponContainer","32","scenes/unit/players/player_generic.tscn:7","scenes/ui/selection_panel/selection_panel.gd:23"
"scenes/unit/unit.gd","used_or_referenced","1","Unit","219","scenes/unit/unit.tscn:3","autoloads/global.gd:4"
"scenes/vfx/explosion_area.gd","used_or_referenced","1","ExplosionArea","1","scenes/vfx/explosion_area.tscn:3","scenes/vfx/explosion_area.tscn:9"
"scenes/weapons/melee/melee_behavior.gd","used_or_referenced","5","MeleeBehavior","2","tools/create_weapon_scenes_tool.gd:122","scenes/weapons/weapon.gd:164"
"scenes/weapons/range/range_behavior.gd","used_or_referenced","4","RangeBehavior","1","tools/create_weapon_scenes_tool.gd:215","tools/create_weapon_scenes_tool.gd:224"
"scenes/weapons/weapon.gd","used_or_referenced","10","Weapon","234","tools/create_weapon_scenes_tool.gd:62","autoloads/config_manager.gd:89"
"scenes/weapons/weapon_behavior.gd","used_or_referenced","0","WeaponBehavior","18","","scenes/weapons/weapon.gd:7"
"scripts/generate_full_weapon_csv.gd","likely_unused","0","","0","",""
"tools/assign_character_weapons.gd","likely_unused","0","","0","",""
"tools/check_shop_usage.gd","likely_unused","0","","0","",""
"tools/cleanup_csv_tool.gd","likely_unused","0","","0","",""
"tools/create_bond_tool.gd","likely_unused","0","","0","",""
"tools/create_character_tool.gd","used_or_referenced","0","Player","583","","autoloads/battle_state_manager.gd:76"
"tools/create_enemy_tool.gd","used_or_referenced","1","","0","tools/test_enemy_creation.gd:23",""
"tools/create_item_tool.gd","likely_unused","0","","0","",""
"tools/create_weapon_scenes_tool.gd","likely_unused","0","","0","",""
"tools/setup_dual_shop.gd","likely_unused","0","","0","",""
"tools/test_enemy_creation.gd","likely_unused","0","","0","",""
